reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,processed_text
A1GUHYYOW8KTCL,B00FL19S5G,JP,"[0, 0]","Very nice slimline case with a metal back! Not hardly any bulk added to the phone while still protecting it very well!Would be 5 stars,  but its NOT compatible with NFC, so I have to remove the case to beam.Overall a great case!",4,Solid!,1401840000,"06 4, 2014","{'user_prompt': 'Very nice slimline case with a metal back! Not hardly any bulk added to the phone while still protecting it very well!Would be 5 stars,  but its NOT compatible with NFC, so I have to remove the case to beam.Overall a great case!', 'interpreted_input': ' Very nice slimline case with a metal back! Not hardly any bulk added to the phone while still protecting it very well!Would be 5 stars,  but its NOT compatible with NFC, so I have to remove the case to beam.Overall a great case!.', 'aspects': ['slimline case', 'metal back', 'compatibility with NFC'], 'opinions': ['very nice', 'not hardly any bulk', 'not compatible with NFC'], 'sentiments': ['Positive', 'Positive', 'Negative'], 'phrases': ['very nice slimline case', 'not hardly any bulk metal back', 'not compatible with NFC compatibility with NFC']}"
AC9QEWWN4W9MC,B009EA548U,Michael Chang,"[0, 0]","I am very impressed by this body protector, it arrived with front and back, they are the standard liquid/soap placement, no issues with that, I had put on more screen protectors then you would imagine, they come with a plastic squeegee, not the paper crap.  Easy to put and perfectly cut.  This even comes with plastic strips to protect the sides of the iphone that is attention to detail.  Again, I would recommend them.",5,A truly well made shield,1400630400,"05 21, 2014","{'user_prompt': 'I am very impressed by this body protector, it arrived with front and back, they are the standard liquid/soap placement, no issues with that, I had put on more screen protectors then you would imagine, they come with a plastic squeegee, not the paper crap.  Easy to put and perfectly cut.  This even comes with plastic strips to protect the sides of the iphone that is attention to detail.  Again, I would recommend them.', 'interpreted_input': ' I am very impressed by this body protector, it arrived with front and back, they are the standard liquid/soap placement, no issues with that, I had put on more screen protectors then you would imagine, they come with a plastic squeegee, not the paper crap.  Easy to put and perfectly cut.  This even comes with plastic strips to protect the sides of the iphone that is attention to detail.  Again, I would recommend them..', 'aspects': ['body protector', 'front and back', 'liquid/soap placement', 'screen protectors', 'plastic squeegee', 'plastic strips', 'sides of the iPhone'], 'opinions': ['impressed', 'arrived with', 'no issues with', 'more than you would imagine', 'perfectly cut', 'attention to detail', 'recommend them'], 'sentiments': ['Positive', 'Positive', 'Positive', 'Positive', 'Positive', 'Positive', 'Positive'], 'phrases': ['impressed body protector', 'arrived with front and back', 'no issues with liquid/soap placement', 'more than you would imagine screen protectors', 'perfectly cut plastic squeegee', 'attention to detail plastic strips', 'recommend them sides of the iPhone']}"
A2SLT8Y7RX00I5,B00713EB22,Olga,"[0, 0]",Great case & very safe for your phone. I have several cases but I love me when they are fit snug & secure your phone for protection.,5,Loved it!!,1395187200,"03 19, 2014","{'user_prompt': 'Great case & very safe for your phone. I have several cases but I love me when they are fit snug & secure your phone for protection.', 'interpreted_input': ' Great case & very safe for your phone. I have several cases but I love me when they are fit snug & secure your phone for protection..', 'aspects': ['case', 'phone', 'cases', 'fit snug', 'secure your phone', 'protection'], 'opinions': ['great', 'very safe', 'love', 'snug', 'secure', 'protection'], 'sentiments': ['Positive', 'Positive', 'Positive', 'Positive', 'Positive', 'Positive'], 'phrases': ['great case', 'very safe phone', 'love cases', 'snug fit snug', 'secure secure your phone', 'protection protection']}"
A28C4HJTCEFCLB,B007F8XJMG,Raquel,"[0, 0]",The coverage is great!  The color is exactly how described.  It did take a bit to get used to the corners sticking out but it's not bulky.,5,works great,1375315200,"08 1, 2013","{'user_prompt': ""The coverage is great!  The color is exactly how described.  It did take a bit to get used to the corners sticking out but it's not bulky."", 'interpreted_input': "" The coverage is great!  The color is exactly how described.  It did take a bit to get used to the corners sticking out but it's not bulky.."", 'aspects': ['coverage', 'color', 'corners sticking out'], 'opinions': ['great', 'exactly how described', 'a bit to get used to'], 'sentiments': ['Positive', 'Positive', 'Neutral'], 'phrases': ['great coverage', 'exactly how described color', 'a bit to get used to corners sticking out']}"
A2HMP5LYU0BF6B,B0071BHMXE,Tamera,"[0, 0]",Good protection for a phone especially if you work around hazardous things that can damage your phone like hard  surfaces. It is very bulky and hard to put in pocket though,4,Black/blue rubber case,1379203200,"09 15, 2013","{'user_prompt': 'Good protection for a phone especially if you work around hazardous things that can damage your phone like hard  surfaces. It is very bulky and hard to put in pocket though', 'interpreted_input': ' Good protection for a phone especially if you work around hazardous things that can damage your phone like hard  surfaces. It is very bulky and hard to put in pocket though.', 'aspects': ['protection', 'bulky', 'hard to put in pocket'], 'opinions': ['good', 'hard', 'hard'], 'sentiments': ['Positive', 'Neutral', 'Negative'], 'phrases': ['good protection', 'hard bulky', 'hard hard to put in pocket']}"
A1HPXKLFL2HB04,B005NFVLKA,Michael,"[0, 0]",i had to wait about 2 months b4 i recieved my case but when i did recieved it was wroth it. i love this case.,5,long wait,1369267200,"05 23, 2013","{'user_prompt': 'i had to wait about 2 months b4 i recieved my case but when i did recieved it was wroth it. i love this case.', 'interpreted_input': ' i had to wait about 2 months b4 i recieved my case but when i did recieved it was wroth it. i love this case..', 'aspects': ['case', 'case', 'love this case'], 'opinions': ['wait', 'worth it', 'love this case'], 'sentiments': ['Negative', 'Positive', 'Positive'], 'phrases': ['wait case', 'worth it case', 'love this case love this case']}"
A8FMJDMBQM3EJ,B0085I4BA4,Ms.K,"[0, 0]","I purchased this case for my daughter and she loves it, I however only like it, and it took forever to come over a month.",4,Crystal Case,1362355200,"03 4, 2013","{'user_prompt': 'I purchased this case for my daughter and she loves it, I however only like it, and it took forever to come over a month.', 'interpreted_input': ' I purchased this case for my daughter and she loves it, I however only like it, and it took forever to come over a month..', 'aspects': ['case', 'love it', 'over a month'], 'opinions': ['purchased this case', 'love it', 'over a month'], 'sentiments': ['Positive', 'Positive', 'Negative'], 'phrases': ['purchased this case case', 'love it love it', 'over a month over a month']}"
A3IK4GZYKM9GTO,B00AVXA2SQ,betty patterson,"[0, 0]","This is a wonderful product to have. You are able to charge most of your devices(I-Phone, I-Pad, and I-Pods) all at the same time, you do not have to try to find enough outlets, all you need is one. The item is a well made product, it has the IC chip built-in that dose not allow your device to over charge and become damage.",5,USB wall adapters,1376352000,"08 13, 2013","{'user_prompt': 'This is a wonderful product to have. You are able to charge most of your devices(I-Phone, I-Pad, and I-Pods) all at the same time, you do not have to try to find enough outlets, all you need is one. The item is a well made product, it has the IC chip built-in that dose not allow your device to over charge and become damage.', 'interpreted_input': ' This is a wonderful product to have. You are able to charge most of your devices(I-Phone, I-Pad, and I-Pods) all at the same time, you do not have to try to find enough outlets, all you need is one. The item is a well made product, it has the IC chip built-in that dose not allow your device to over charge and become damage..', 'aspects': ['product', 'devices', 'outlets', 'IC chip'], 'opinions': ['wonderful', 'all at the same time', 'all you need is one', 'dose not allow'], 'sentiments': ['Positive', 'Positive', 'Positive', 'Positive'], 'phrases': ['wonderful product', 'all at the same time devices', 'all you need is one outlets', 'dose not allow IC chip']}"
A173MU1A9C34KZ,B005G0QR6K,Beckaroon,"[0, 0]",This case is one of my daughters favorites. It fits the iphone 4S perfectly and is easy to keep clean.,5,Cute Case,1358812800,"01 22, 2013","{'user_prompt': 'This case is one of my daughters favorites. It fits the iphone 4S perfectly and is easy to keep clean.', 'interpreted_input': ' This case is one of my daughters favorites. It fits the iphone 4S perfectly and is easy to keep clean..', 'aspects': ['case', 'favorites', 'fit', 'clean'], 'opinions': ['one of my daughters favorites', 'easy to keep clean', 'perfectly', 'easy to keep clean'], 'sentiments': ['Positive', 'Positive', 'Positive', 'Positive'], 'phrases': ['one of my daughters favorites case', 'easy to keep clean favorites', 'perfectly fit', 'easy to keep clean clean']}"
A11LC938XF35XN,B00JGAEH3Q,"SJ Blouse ""Stacey""","[0, 0]",Love the color and design of this case. Hard bumper area and softer back plate. The best of both worlds.,5,Love this case!,1398124800,"04 22, 2014","{'user_prompt': 'Love the color and design of this case. Hard bumper area and softer back plate. The best of both worlds.', 'interpreted_input': ' Love the color and design of this case. Hard bumper area and softer back plate. The best of both worlds..', 'aspects': ['color', 'design', 'bumper area', 'back plate', 'both worlds'], 'opinions': ['love', 'design', 'hard', 'softer', 'best of both worlds', 'best of both worlds'], 'sentiments': ['Positive', 'Positive', 'Positive', 'Positive', 'Positive', 'Positive'], 'phrases': ['love color', 'design design', 'hard bumper area', 'softer back plate', 'best of both worlds both worlds']}"
A61FS7L32ZCWC,B0090YGJ4I,DBD Gadget,"[0, 0]","I bought this case from Amazon and most of all great Price,I never had any Issues with Otterbox Defender cases it really Protects your phone,I will buy more and more any day.",5,Great iPhone Case,1368576000,"05 15, 2013","{'user_prompt': 'I bought this case from Amazon and most of all great Price,I never had any Issues with Otterbox Defender cases it really Protects your phone,I will buy more and more any day.', 'interpreted_input': ' I bought this case from Amazon and most of all great Price,I never had any Issues with Otterbox Defender cases it really Protects your phone,I will buy more and more any day..', 'aspects': ['case', 'price', 'Defender cases', 'phone', 'more and more any day'], 'opinions': ['great', 'great', 'protects', 'never had any issues', 'buy more and more any day'], 'sentiments': ['Positive', 'Positive', 'Positive', 'Positive', 'Positive'], 'phrases': ['great case', 'great price', 'protects Defender cases', 'never had any issues phone', 'buy more and more any day more and more any day']}"
